Timestamp,temp_cpu,util_total,util_core_avg,active_cores,clk_eff_avg,clk_eff_avg_alt,power_pkg,power_core,power_soc,current_core,current_tdc,current_edc,mem_load,mem_used,dram_read_bw,dram_write_bw,fan_rpm,thermal_limit
2026-02-05 19:05:55.403,83.2,69.5,69.5,6.5,2365.9,2365.9,49.145,41.957,3.076,32.866,32.455,96.419,61.3,9581,3.054,0.389,2700,87.0
2026-02-05 19:05:55.899,82.9,66.6,66.6,6.2,2213.9,2213.9,44.085,36.963,3.051,29.771,31.465,89.667,61.4,9587,2.332,0.265,2800,86.9
2026-02-05 19:05:56.414,81.8,64.5,64.5,6.1,2125.2,2125.2,42.044,34.96,3.032,28.416,27.622,86.594,61.4,9592,2.001,0.299,2700,82.7
2026-02-05 19:05:56.902,81.2,64.6,64.6,6.0,2103.4,2103.4,40.017,32.966,3.016,27.198,28.101,83.498,61.4,9591,1.73,0.217,2700,84.6
2026-02-05 19:05:57.409,80.8,65.1,65.1,6.0,2146.3,2146.3,39.628,32.56,3.024,27.003,26.835,82.528,61.5,9599,1.928,0.261,2700,83.9
2026-02-05 19:05:57.911,80.2,63.2,63.2,6.0,2086.2,2086.2,38.264,31.244,2.997,26.205,26.745,80.317,61.4,9588,1.447,0.16,2700,83.6
2026-02-05 19:05:58.403,79.5,63.4,63.4,5.9,2068.9,2068.9,36.884,29.857,3.003,25.367,25.238,78.296,61.4,9587,1.448,0.231,2800,81.9
2026-02-05 19:05:58.906,78.6,62.5,62.5,6.0,2048.3,2048.3,36.693,29.705,2.99,25.318,25.203,78.019,61.4,9585,1.314,0.146,2700,80.6
2026-02-05 19:05:59.428,78.2,63.1,63.1,5.9,2071.6,2071.6,37.446,30.452,2.989,25.713,25.84,79.055,61.4,9587,1.395,0.198,2700,82.2
2026-02-05 19:05:59.929,79.2,65.0,65.0,6.2,2139.6,2139.6,42.429,35.415,2.994,28.794,28.679,85.466,61.4,9585,1.342,0.147,2700,86.7
2026-02-05 19:06:00.452,79.0,63.9,63.9,6.0,2095.1,2095.1,37.501,30.462,3.01,25.771,25.722,78.524,61.4,9586,1.547,0.212,2800,82.6
2026-02-05 19:06:00.953,78.5,63.0,63.0,5.9,2053.4,2053.4,37.113,30.123,2.988,25.527,25.454,78.772,61.4,9585,1.411,0.163,2700,81.5
2026-02-05 19:06:01.451,78.5,63.9,63.9,5.9,2085.7,2085.7,38.557,31.531,3.003,26.412,26.605,80.777,61.4,9587,1.607,0.226,2700,83.6
2026-02-05 19:06:01.963,78.0,63.3,63.3,5.9,2055.4,2055.4,37.368,30.322,3.014,25.664,25.533,78.976,61.4,9585,1.61,0.174,2700,81.2
2026-02-05 19:06:02.483,77.0,62.2,62.2,5.8,1985.4,1985.4,35.989,28.973,2.992,24.661,24.506,77.808,61.4,9585,1.441,0.199,2800,78.4
2026-02-05 19:06:02.985,76.2,60.9,60.9,5.7,1969.7,1969.7,36.47,29.404,3.023,24.913,25.263,78.506,61.3,9574,1.708,0.483,2700,78.6
2026-02-05 19:06:03.485,75.9,63.4,63.4,5.9,2020.7,2020.7,36.777,29.721,3.026,25.177,25.245,78.496,61.3,9571,2.022,0.666,2700,79.2
2026-02-05 19:06:03.987,75.4,61.7,61.7,5.7,1987.8,1987.8,35.961,28.86,3.042,24.556,24.686,78.052,61.3,9570,2.082,0.603,2700,78.6
2026-02-05 19:06:04.509,75.4,62.7,62.7,5.7,2001.1,2001.1,37.367,30.279,3.031,25.317,24.992,80.311,61.3,9576,1.953,0.572,2800,79.8
2026-02-05 19:06:05.006,76.2,64.0,64.0,6.0,2084.6,2084.6,41.361,34.228,3.058,27.794,26.331,86.699,61.3,9574,2.306,0.587,2700,82.3
2026-02-05 19:06:05.508,77.6,65.0,65.0,6.2,2136.7,2136.7,45.96,38.784,3.08,30.416,30.488,94.925,61.3,9581,2.624,0.708,2700,85.9
2026-02-05 19:06:05.998,77.6,63.9,63.9,6.0,2070.7,2070.7,40.427,33.32,3.051,27.255,28.175,85.177,61.3,9581,2.435,0.616,2700,82.8
2026-02-05 19:06:06.511,78.0,66.0,66.0,6.2,2141.2,2141.2,43.283,36.103,3.074,29.014,27.971,89.058,61.4,9583,2.914,0.741,2700,82.9
2026-02-05 19:06:07.020,77.8,62.4,62.4,6.0,2046.4,2046.4,40.042,32.902,3.054,26.985,28.176,85.065,61.3,9573,2.452,0.623,2700,82.1
2026-02-05 19:06:07.522,77.8,63.5,63.5,5.8,2047.9,2047.9,38.644,31.531,3.039,26.239,26.192,81.551,61.3,9578,2.25,0.617,2700,82.1
2026-02-05 19:06:08.019,77.5,63.4,63.4,5.8,2021.9,2021.9,36.828,29.73,3.033,25.104,25.375,79.548,61.3,9578,2.137,0.544,2700,81.9
2026-02-05 19:06:08.516,80.2,66.5,66.5,6.3,2213.0,2213.0,48.359,41.164,3.086,32.019,30.288,97.496,61.3,9577,2.682,0.698,2700,91.5
2026-02-05 19:06:09.029,82.0,64.0,64.0,6.0,2108.4,2108.4,47.864,40.776,3.035,31.547,32.04,98.986,61.0,9531,1.556,0.418,2700,91.7
2026-02-05 19:06:09.542,81.9,61.7,61.7,5.7,2008.7,2008.7,39.666,32.706,2.967,26.741,27.808,85.119,61.0,9534,1.138,0.254,2700,86.4
2026-02-05 19:06:10.042,81.2,59.3,59.3,5.6,1894.8,1894.8,37.85,30.873,2.963,25.43,25.611,83.219,61.0,9526,1.107,0.199,2700,84.5
2026-02-05 19:06:10.543,81.5,59.2,59.2,5.6,1944.0,1944.0,40.489,33.487,2.986,26.986,26.77,87.589,61.0,9525,1.106,0.211,2700,87.3
2026-02-05 19:06:11.067,81.1,56.2,56.2,5.2,1841.2,1841.2,35.804,28.853,2.952,23.89,24.153,81.961,61.0,9521,0.878,0.146,2700,84.5
2026-02-05 19:06:11.569,81.1,60.2,60.2,5.7,1961.9,1961.9,39.819,32.775,3.007,26.634,26.245,86.005,60.9,9515,1.443,0.264,2700,86.1
2026-02-05 19:06:12.061,81.4,63.9,63.9,6.0,2058.5,2058.5,42.286,35.236,3.013,28.373,27.708,88.533,60.9,9514,1.335,0.217,2700,86.9
2026-02-05 19:06:12.557,80.9,61.0,61.0,5.8,1989.9,1989.9,40.096,33.098,2.999,26.942,27.254,85.813,61.0,9522,1.206,0.281,2700,84.3
2026-02-05 19:06:13.063,80.2,56.7,56.7,5.4,1851.1,1851.1,36.472,29.512,2.958,24.473,25.131,82.028,61.0,9522,0.926,0.162,2800,82.8
2026-02-05 19:06:13.577,80.5,58.4,58.4,5.6,1898.6,1898.6,40.738,33.688,3.019,26.895,27.008,89.701,60.9,9519,1.388,0.252,2700,86.2
2026-02-05 19:06:14.074,79.9,60.4,60.4,5.7,1992.3,1992.3,37.996,30.988,2.983,25.745,25.662,81.607,61.0,9529,1.27,0.262,2700,82.8
2026-02-05 19:06:14.577,79.8,57.7,57.7,5.4,1873.4,1873.4,39.214,32.259,2.964,26.027,25.914,87.265,61.0,9525,1.24,0.248,2700,84.3
2026-02-05 19:06:15.096,79.4,56.9,56.9,5.3,1842.3,1842.3,36.181,29.232,2.946,24.187,24.651,82.127,61.0,9525,0.911,0.188,2800,83.0
2026-02-05 19:06:15.614,78.9,55.3,55.3,5.3,1800.5,1800.5,35.472,28.543,2.937,23.784,23.742,80.781,61.0,9525,0.694,0.16,2700,82.0
2026-02-05 19:06:16.114,78.5,59.6,59.6,5.5,1942.5,1942.5,37.837,30.838,2.977,25.462,24.488,82.83,61.0,9525,1.226,0.236,2700,81.9
2026-02-05 19:06:16.616,79.0,64.8,64.8,6.2,2146.8,2146.8,44.525,37.403,3.048,29.805,29.906,90.813,61.1,9541,1.993,0.367,2700,85.3
2026-02-05 19:06:17.112,78.6,63.8,63.8,6.1,2093.9,2093.9,40.684,33.629,3.024,27.64,28.034,84.151,61.1,9542,1.554,0.265,2800,82.7
2026-02-05 19:06:17.614,77.9,61.9,61.9,5.9,2044.1,2044.1,36.989,29.999,2.984,25.41,26.024,78.501,61.1,9547,1.216,0.225,2700,80.6
2026-02-05 19:06:18.103,77.5,59.1,59.1,5.5,1883.9,1883.9,35.261,28.306,2.956,23.938,23.809,78.363,61.1,9551,0.831,0.144,2700,80.8
2026-02-05 19:06:18.607,77.0,56.6,56.6,5.3,1870.6,1870.6,33.459,26.524,2.946,22.787,23.1,76.225,61.1,9548,0.665,0.158,2700,79.9
2026-02-05 19:06:19.113,76.9,56.3,56.3,5.3,1850.3,1850.3,34.741,27.803,2.947,23.496,23.309,78.312,61.2,9554,0.696,0.172,2800,81.1
2026-02-05 19:06:19.616,76.5,56.3,56.3,5.3,1844.6,1844.6,33.73,26.809,2.935,22.881,23.1,76.671,61.1,9548,0.616,0.137,2700,79.6
2026-02-05 19:06:20.103,75.9,57.3,57.3,5.5,1853.6,1853.6,33.272,26.392,2.923,22.841,22.618,75.437,61.2,9554,0.616,0.133,2700,78.3
2026-02-05 19:06:20.608,75.8,55.7,55.7,5.3,1825.6,1825.6,34.013,27.09,2.936,23.072,23.203,77.124,61.1,9549,0.626,0.14,2700,80.4
2026-02-05 19:06:21.109,76.1,59.0,59.0,5.7,1932.3,1932.3,35.786,28.809,2.973,24.513,23.937,77.886,61.1,9548,0.87,0.215,2700,80.9
2026-02-05 19:06:21.615,76.0,58.3,58.3,5.6,1903.6,1903.6,35.212,28.223,2.977,24.017,24.628,77.637,61.1,9548,1.01,0.405,2800,80.7
2026-02-05 19:06:22.119,76.0,59.5,59.5,5.6,1921.1,1921.1,35.264,28.311,2.955,23.984,23.512,78.096,61.2,9555,0.844,0.162,2700,80.6
2026-02-05 19:06:22.621,75.9,57.1,57.1,5.3,1859.7,1859.7,33.895,26.956,2.954,23.103,23.498,76.35,61.1,9550,0.769,0.168,2700,80.5
2026-02-05 19:06:23.126,75.6,56.4,56.4,5.5,1860.6,1860.6,34.11,27.222,2.931,23.28,23.217,76.722,61.2,9554,0.575,0.127,2700,79.4
2026-02-05 19:06:23.648,75.9,56.4,56.4,5.6,1859.5,1859.5,35.235,28.303,2.944,23.936,23.862,78.513,61.1,9550,0.735,0.152,2800,81.1
2026-02-05 19:06:24.133,75.4,56.5,56.5,5.3,1836.4,1836.4,33.923,26.994,2.941,22.971,23.06,77.176,61.2,9555,0.709,0.17,2700,78.8
2026-02-05 19:06:24.651,75.1,56.4,56.4,5.4,1851.6,1851.6,34.137,27.19,2.957,23.245,23.226,77.197,61.1,9549,0.791,0.177,2700,78.4
2026-02-05 19:06:25.154,75.4,57.2,57.2,5.5,1869.7,1869.7,36.131,29.233,2.937,24.399,24.171,80.604,61.2,9553,0.696,0.138,2700,80.8
2026-02-05 19:06:25.660,75.2,55.8,55.8,5.3,1837.2,1837.2,33.533,26.608,2.942,22.761,23.237,76.379,61.1,9548,0.693,0.157,2800,79.8
2026-02-05 19:06:26.169,75.9,57.4,57.4,5.4,1907.6,1907.6,36.475,29.529,2.953,24.456,23.142,81.699,61.2,9558,0.796,0.163,2700,80.3
2026-02-05 19:06:26.648,77.0,61.5,61.5,5.9,2033.1,2033.1,41.742,34.709,2.999,27.97,28.906,87.968,61.1,9550,1.497,0.248,2700,85.8
2026-02-05 19:06:27.159,77.0,57.3,57.3,5.5,1885.6,1885.6,36.55,29.584,2.964,24.612,24.429,81.286,61.2,9553,0.945,0.168,2700,81.7
2026-02-05 19:06:27.672,77.8,58.0,58.0,5.7,1909.9,1909.9,38.375,31.394,2.976,25.836,25.963,83.823,61.1,9548,0.908,0.176,2800,84.1
2026-02-05 19:06:28.177,77.2,58.2,58.2,5.4,1885.1,1885.1,35.7,28.748,2.958,24.081,24.009,79.763,61.2,9552,0.737,0.152,2700,80.2
2026-02-05 19:06:28.666,76.9,57.4,57.4,5.5,1889.1,1889.1,35.348,28.418,2.95,23.998,24.417,78.866,61.1,9547,0.883,0.173,2700,80.4
2026-02-05 19:06:29.187,76.8,56.3,56.3,5.5,1862.6,1862.6,34.805,27.892,2.937,23.583,23.586,77.946,61.2,9552,0.675,0.165,2700,81.4
2026-02-05 19:06:29.688,77.8,56.7,56.7,5.4,1890.0,1890.0,35.319,28.38,2.948,23.914,23.438,78.73,61.1,9546,0.698,0.151,2800,82.4
2026-02-05 19:06:30.196,78.1,58.7,58.7,5.6,1915.8,1915.8,38.909,31.972,2.944,26.14,26.292,83.671,61.2,9552,0.695,0.149,2700,86.0
2026-02-05 19:06:30.699,78.2,58.1,58.1,5.3,1921.2,1921.2,34.678,27.723,2.956,23.47,23.733,78.845,61.1,9548,0.856,0.183,2700,82.8
2026-02-05 19:06:31.205,78.2,56.5,56.5,5.2,1876.4,1876.4,35.536,28.593,2.95,23.932,23.64,79.763,61.1,9549,0.718,0.15,2700,83.6
2026-02-05 19:06:31.708,78.1,56.6,56.6,5.2,1836.5,1836.5,33.232,26.304,2.943,22.552,22.717,76.292,61.1,9543,0.605,0.139,2800,82.6
2026-02-05 19:06:32.208,77.6,57.6,57.6,5.3,1865.3,1865.3,33.255,26.363,2.937,22.737,22.759,75.259,61.1,9548,0.61,0.136,2700,81.1
2026-02-05 19:06:32.719,77.4,55.8,55.8,5.3,1829.2,1829.2,33.06,26.146,2.933,22.498,22.29,75.481,61.1,9543,0.605,0.14,2700,81.4
2026-02-05 19:06:33.223,77.6,58.5,58.5,5.4,1949.8,1949.8,34.936,27.978,2.961,23.823,24.173,77.474,61.1,9548,0.812,0.209,2700,82.9
2026-02-05 19:06:33.713,77.4,57.3,57.3,5.2,1847.3,1847.3,32.644,25.708,2.947,22.2,22.29,74.898,61.1,9545,0.685,0.156,2800,80.9
2026-02-05 19:06:34.215,77.2,56.8,56.8,5.2,1854.9,1854.9,33.85,26.917,2.946,22.926,22.9,77.129,61.1,9549,0.664,0.135,2700,82.5
2026-02-05 19:06:34.721,76.6,57.0,57.0,5.5,1883.2,1883.2,34.599,27.637,2.964,23.653,23.381,76.745,61.1,9547,0.878,0.204,2700,79.2
2026-02-05 19:06:35.243,76.1,56.9,56.9,5.4,1821.5,1821.5,34.902,27.973,2.941,23.613,23.458,78.027,61.1,9551,0.686,0.139,2700,79.2
2026-02-05 19:06:35.732,75.5,56.3,56.3,5.4,1840.5,1840.5,32.964,26.082,2.933,22.666,22.858,74.715,61.1,9546,0.584,0.14,2700,78.0
2026-02-05 19:06:36.236,75.1,56.0,56.0,5.5,1842.3,1842.3,34.414,27.489,2.941,23.431,23.344,77.092,61.1,9551,0.654,0.131,2700,78.7
2026-02-05 19:06:36.741,74.8,55.4,55.4,5.3,1811.1,1811.1,33.131,26.214,2.938,22.533,22.677,76.181,61.1,9546,0.558,0.136,2700,78.1
2026-02-05 19:06:37.245,74.8,57.0,57.0,5.3,1832.8,1832.8,34.772,27.84,2.945,23.461,23.206,78.959,61.1,9551,0.691,0.137,2700,79.5
2026-02-05 19:06:37.749,74.4,55.4,55.4,5.3,1800.1,1800.1,32.934,26.021,2.934,22.389,22.649,75.517,61.1,9545,0.536,0.134,2700,78.0
2026-02-05 19:06:38.256,74.4,55.1,55.1,5.2,1804.2,1804.2,33.157,26.239,2.936,22.502,22.619,76.165,61.1,9552,0.62,0.135,2700,78.5
2026-02-05 19:06:38.759,74.2,58.6,58.6,5.3,1887.3,1887.3,33.919,26.973,2.954,22.996,22.76,76.855,61.1,9547,0.803,0.168,2700,78.7
2026-02-05 19:06:39.244,74.1,55.6,55.6,5.4,1806.1,1806.1,33.443,26.558,2.93,22.765,22.899,76.038,61.1,9551,0.678,0.154,2700,78.6
2026-02-05 19:06:39.749,74.0,56.1,56.1,5.5,1869.1,1869.1,34.177,27.248,2.944,23.389,23.197,76.062,61.1,9545,0.673,0.181,2700,78.0
2026-02-05 19:06:40.253,74.6,55.4,55.4,5.1,1808.3,1808.3,32.216,25.301,2.934,21.924,22.178,74.84,61.1,9550,0.594,0.125,2800,80.6
2026-02-05 19:06:40.754,74.9,57.3,57.3,5.2,1842.2,1842.2,33.274,26.348,2.943,22.582,22.228,76.226,61.1,9545,0.602,0.144,2700,80.5
2026-02-05 19:06:41.245,75.2,56.0,56.0,5.3,1838.3,1838.3,33.998,27.062,2.946,23.048,23.185,77.433,61.1,9547,0.695,0.149,2700,81.2
2026-02-05 19:06:41.749,75.2,55.5,55.5,5.2,1818.0,1818.0,32.192,25.274,2.935,21.993,22.318,74.066,61.1,9546,0.545,0.141,2700,79.8
2026-02-05 19:06:42.252,75.4,55.9,55.9,5.3,1834.1,1834.1,33.938,27.003,2.942,23.037,22.738,76.907,61.1,9547,0.71,0.138,2800,80.7
2026-02-05 19:06:42.758,75.5,58.6,58.6,5.4,1875.1,1875.1,32.766,25.863,2.942,22.527,22.705,74.301,61.1,9545,0.782,0.166,2700,80.5
2026-02-05 19:06:43.244,75.9,56.4,56.4,5.3,1849.6,1849.6,33.729,26.799,2.942,22.906,22.665,76.778,61.1,9547,0.704,0.134,2700,81.1
2026-02-05 19:06:43.751,76.1,55.4,55.4,5.2,1834.1,1834.1,34.543,27.621,2.936,23.31,23.455,78.341,61.1,9543,0.59,0.15,2700,82.2
2026-02-05 19:06:44.244,76.2,56.5,56.5,5.3,1822.7,1822.7,33.618,26.698,2.934,22.799,22.876,77.04,61.1,9543,0.617,0.128,2800,81.4
2026-02-05 19:06:44.761,76.1,55.8,55.8,5.1,1865.7,1865.7,32.103,25.178,2.938,21.85,21.813,74.159,61.1,9542,0.612,0.168,2700,80.2
2026-02-05 19:06:45.267,76.0,55.9,55.9,5.4,1846.3,1846.3,33.003,26.079,2.936,22.623,22.584,74.595,61.1,9547,0.673,0.136,2700,80.0
2026-02-05 19:06:45.767,75.5,55.9,55.9,5.2,1824.6,1824.6,32.845,25.923,2.934,22.406,22.71,75.227,61.1,9542,0.589,0.143,2700,78.8
2026-02-05 19:06:46.275,75.5,57.4,57.4,5.4,1853.7,1853.7,33.975,27.085,2.93,23.15,22.696,76.567,61.1,9547,0.68,0.134,2700,79.4
2026-02-05 19:06:46.762,75.4,57.7,57.7,5.7,1876.9,1876.9,35.304,28.364,2.945,24.115,23.923,77.572,61.1,9541,0.811,0.176,2700,80.5
2026-02-05 19:06:47.264,75.8,56.4,56.4,5.5,1844.5,1844.5,34.887,27.955,2.939,23.711,23.897,78.063,61.1,9543,0.678,0.142,2700,81.3
2026-02-05 19:06:47.770,75.5,55.7,55.7,5.3,1826.5,1826.5,33.264,26.344,2.935,22.661,22.87,76.029,61.1,9539,0.556,0.134,2700,79.3
2026-02-05 19:06:48.273,76.1,60.0,60.0,5.6,1950.2,1950.2,37.715,30.729,2.973,25.417,25.194,82.261,61.1,9547,1.069,0.207,2700,82.8
2026-02-05 19:06:48.761,76.0,55.8,55.8,5.2,1843.3,1843.3,33.003,26.079,2.938,22.486,22.778,75.671,61.1,9546,0.573,0.139,2700,79.8
2026-02-05 19:06:49.268,75.9,55.3,55.3,5.3,1812.8,1812.8,33.161,26.234,2.939,22.555,22.591,75.685,61.1,9548,0.656,0.134,2700,80.2
2026-02-05 19:06:49.773,78.4,59.5,59.5,5.7,1985.4,1985.4,43.175,36.172,3.002,28.597,26.898,93.35,61.1,9546,0.979,0.198,2700,87.6
2026-02-05 19:06:50.281,80.6,59.8,59.8,5.9,1989.0,1989.0,46.632,39.612,3.009,30.618,30.542,99.227,61.1,9549,1.041,0.206,2700,91.1
2026-02-05 19:06:50.796,81.4,59.9,59.9,5.5,1939.7,1939.7,43.966,36.976,2.986,28.977,30.112,94.948,61.2,9552,0.572,0.128,2800,88.6
2026-02-05 19:06:51.287,81.4,59.3,59.3,5.7,1934.4,1934.4,43.17,36.16,2.994,28.56,28.302,92.677,61.1,9550,0.96,0.165,2700,86.8
2026-02-05 19:06:51.777,80.6,56.4,56.4,5.4,1846.2,1846.2,36.039,29.09,2.951,24.274,24.237,80.892,61.1,9546,0.762,0.15,2700,82.6
2026-02-05 19:06:52.282,80.1,58.3,58.3,5.7,1902.4,1902.4,38.443,31.457,2.973,25.788,26.324,84.155,61.1,9551,1.167,0.186,2700,83.8
2026-02-05 19:06:52.775,79.8,57.2,57.2,5.5,1874.9,1874.9,36.88,29.952,2.953,24.841,24.429,82.117,61.1,9546,0.901,0.181,2800,83.2
2026-02-05 19:06:53.286,79.4,57.8,57.8,5.5,1846.5,1846.5,35.587,28.631,2.956,24.029,24.516,79.87,61.1,9548,0.873,0.156,2700,82.4
2026-02-05 19:06:53.774,78.9,56.6,56.6,5.5,1845.9,1845.9,36.171,29.229,2.946,24.374,24.302,80.632,61.1,9547,0.768,0.17,2700,82.2
2026-02-05 19:06:54.276,78.2,55.7,55.7,5.3,1823.2,1823.2,34.541,27.609,2.944,23.368,23.476,77.912,61.1,9548,0.692,0.142,2700,81.1
2026-02-05 19:06:54.782,77.6,55.6,55.6,5.2,1801.7,1801.7,32.892,25.966,2.94,22.273,22.645,76.505,61.1,9547,0.634,0.15,2800,80.7
2026-02-05 19:06:55.285,77.8,59.1,59.1,5.5,1900.5,1900.5,36.507,29.533,2.966,24.602,23.881,80.746,61.1,9550,1.052,0.209,2700,82.6
2026-02-05 19:06:55.792,78.1,56.4,56.4,5.5,1865.4,1865.4,36.974,30.009,2.964,24.896,24.204,81.738,61.1,9547,0.868,0.177,2700,82.7
2026-02-05 19:06:56.282,78.5,58.9,58.9,5.7,1955.9,1955.9,41.052,34.042,2.998,27.385,28.43,88.538,61.1,9548,1.131,0.188,2700,85.7
2026-02-05 19:06:56.803,77.5,56.4,56.4,5.3,1816.5,1816.5,32.499,25.617,2.925,22.294,22.392,73.988,61.1,9546,0.407,0.113,2800,78.0
2026-02-05 19:06:57.309,76.8,55.8,55.8,5.1,1821.6,1821.6,32.029,25.123,2.928,21.871,21.926,74.061,61.1,9549,0.505,0.119,2700,78.4
2026-02-05 19:06:57.804,76.1,55.8,55.8,5.2,1841.3,1841.3,33.058,26.147,2.933,22.556,22.646,74.865,61.1,9547,0.453,0.119,2700,78.6
2026-02-05 19:06:58.303,75.4,54.9,54.9,5.1,1798.2,1798.2,31.817,24.938,2.917,21.711,21.781,74.004,61.2,9552,0.471,0.107,2700,77.8
2026-02-05 19:06:58.808,74.9,55.1,55.1,5.1,1823.8,1823.8,30.656,23.793,2.91,21.007,21.214,72.108,61.1,9547,0.36,0.111,2800,77.4
2026-02-05 19:06:59.313,74.4,57.2,57.2,5.1,1870.8,1870.8,31.334,24.41,2.939,21.524,21.437,72.274,61.1,9551,0.36,0.111,2700,77.4
2026-02-05 19:06:59.815,75.0,56.2,56.2,5.3,1863.6,1863.6,35.145,28.239,2.929,23.8,22.236,78.059,61.1,9547,0.418,0.113,2700,79.8
2026-02-05 19:07:00.321,75.0,57.2,57.2,5.6,1830.3,1830.3,34.894,28.004,2.923,23.923,25.213,76.699,61.1,9550,0.578,0.122,2700,79.9
2026-02-05 19:07:00.807,74.5,56.0,56.0,5.6,1848.5,1848.5,34.894,28.004,2.923,23.923,25.213,76.699,61.1,9548,0.578,0.122,2700,79.9
2026-02-05 19:07:01.308,74.8,56.1,56.1,5.4,1856.2,1856.2,32.194,25.306,2.923,22.194,22.256,72.916,61.1,9549,0.523,0.173,2700,77.4
2026-02-05 19:07:01.812,74.9,54.9,54.9,5.1,1818.0,1818.0,32.533,25.63,2.924,22.071,21.817,75.397,61.1,9547,0.497,0.116,2700,78.9
2026-02-05 19:07:02.316,74.9,55.3,55.3,5.2,1812.9,1812.9,31.278,24.389,2.917,21.525,21.993,72.334,61.1,9549,0.364,0.107,2700,79.7
2026-02-05 19:07:02.821,75.0,56.3,56.3,5.0,1804.6,1804.6,30.99,24.125,2.907,21.165,21.164,72.397,61.1,9547,0.332,0.101,2700,80.4
2026-02-05 19:07:03.306,75.0,56.9,56.3,5.0,1804.6,1864.8,30.99,24.125,2.907,21.165,21.164,72.397,61.1,9550,0.332,0.101,2800,80.4
2026-02-05 19:07:03.811,75.6,55.2,55.2,5.3,1823.7,1823.7,32.562,25.661,2.926,22.179,22.31,74.534,61.1,9549,0.658,0.134,2700,80.9
2026-02-05 19:07:04.312,75.6,55.5,55.2,5.1,1823.7,1830.8,32.562,25.661,2.926,22.179,22.31,74.534,61.1,9548,0.387,0.115,2700,80.5
2026-02-05 19:07:04.814,75.2,55.7,55.7,5.0,1837.1,1837.1,30.912,24.068,2.911,21.265,21.102,71.884,61.1,9547,0.429,0.095,2700,81.4
2026-02-05 19:07:05.332,75.1,55.0,55.0,5.0,1803.2,1803.2,30.159,23.268,2.92,20.776,21.203,71.003,61.1,9548,0.411,0.098,2800,79.2
